,counts_d3_c95_status,counts_d3_c95_correlation,counts_d4_c95_status,counts_d4_c95_correlation,counts_d3_c50_status,counts_d3_c50_correlation,counts_d3_c95_reg_status,counts_d3_c95_reg_correlation,counts_d3_c50_reg_status,counts_d3_c50_reg_correlation
B2M,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B3GALNT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B3GALNT2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.10640336320410372,INFEASIBLE,
B3GALT6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.19205630815833383,INFEASIBLE,
B3GAT3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B3GLCT,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.12484275215214684,OPTIMAL,-0.10948141349052229
B3GNT2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B3GNT5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B3GNT9,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.07904613133594622,INFEASIBLE,
B3GNTL1,OPTIMAL,-0.1647766440348266,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.09903765538520147,INFEASIBLE,
B4GALT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B4GALT2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B4GALT3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B4GALT4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B4GALT5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B4GALT7,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B4GAT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.2769400424128589,INFEASIBLE,
B9D1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
B9D2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.0861173130072964,OPTIMAL,-0.07684238288858662
BABAM1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BACE1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.28687513012101234,INFEASIBLE,
BACE2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BACH1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAD,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAG1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAG2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAG3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAG4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAG5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAG6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAHCC1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.10464794660915205,INFEASIBLE,
BAHD1,OPTIMAL,-0.1519720796950325,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.12763721948858245,INFEASIBLE,
BAIAP2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAIAP2L2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.058175148408411835,OPTIMAL,-0.05669110741972691
BAK1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.09474502700651548,OPTIMAL,-0.06605909258136403
BANF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BANP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13436772025535781,INFEASIBLE,
BAP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BARD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BASP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BATF3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.12756469732122852,INFEASIBLE,
BAX,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.2718397379158609,INFEASIBLE,
BAZ1A,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAZ1B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAZ2A,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BAZ2B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BBIP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BBS2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1675836606305344,INFEASIBLE,
BBS4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BBS7,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BBS9,OPTIMAL,-1.2075280796088406e-07,OPTIMAL,-0.3218441343410211,INFEASIBLE,,OPTIMAL,-0.11202973561696036,INFEASIBLE,
BBX,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCAP29,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCAP31,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCAR1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCAR3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.24375590039720602,INFEASIBLE,
BCAS2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCAS3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.063461355315195,OPTIMAL,-0.06810228435128983
BCAS4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.08811388669604876,OPTIMAL,-0.08113249945994501
BCAT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCAT2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.17749516295395068,INFEASIBLE,
BCCIP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCDIN3D,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.11127641300087514,INFEASIBLE,
BCKDHB,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.181946663757769,INFEASIBLE,
BCKDK,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL10,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL2L1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL2L12,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL2L13,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL2L2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL3,OPTIMAL,-2.429632267461205e-09,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.08562668673560049,INFEASIBLE,
BCL6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.15994291906407468,INFEASIBLE,
BCL7A,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL7B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCL7C,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.21722201382302936,INFEASIBLE,
BCL9,OPTIMAL,-0.2360200325547168,OPTIMAL,-0.1863199545573191,INFEASIBLE,,OPTIMAL,-0.058003317006830084,INFEASIBLE,
BCL9L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.10935151453509928,INFEASIBLE,
BCLAF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCOR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1356304193060666,INFEASIBLE,
BCR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.12604793071772064,INFEASIBLE,
BCS1L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BDH1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.19421894489068972,INFEASIBLE,
BDH2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.09593088459429763,INFEASIBLE,
BDP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BECN1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.15516720293059683,INFEASIBLE,
BEND6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BET1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BET1L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BEX1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1107460515939175,INFEASIBLE,
BEX4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.09580018333719943,OPTIMAL,-0.0750809467167628
BFAR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BGN,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.05270123621810712,INFEASIBLE,
BHMT2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.09612920397651313,INFEASIBLE,
BICC1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BICD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.2232023750709985,INFEASIBLE,
BICD2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BID,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIN1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.14194426515404868,INFEASIBLE,
BIN3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.08996065986296164,INFEASIBLE,
BIRC2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIRC5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIRC6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIVM,OPTIMAL,2.309044062243561e-08,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLCAP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLM,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLMH,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLOC1S1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.3154846671535366,INFEASIBLE,
BLOC1S2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.3368365640171281,INFEASIBLE,
BLOC1S3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.09390895343233552,INFEASIBLE,
BLOC1S4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13229594737169756,OPTIMAL,-0.13486878056307935
BLOC1S5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.11155642525087177,OPTIMAL,-0.10243692125832898
BLOC1S6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLVRA,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLVRB,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLZF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BMI1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.3146784607672745,INFEASIBLE,
BMP1,OPTIMAL,-0.5841634177890803,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.08928351444394998,INFEASIBLE,
BMP2K,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.15862154330568606,INFEASIBLE,
BMPER,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.14935242284115605,INFEASIBLE,
BMPR1A,OPTIMAL,-0.7263148907959324,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.12275559761309222,INFEASIBLE,
BMPR2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BMS1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNC1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNC2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.08583321931792802,INFEASIBLE,
BNIP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNIP2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNIP3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNIP3L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOC,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.08276722902130278,INFEASIBLE,
BOD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOD1L1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOK,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1351612600930772,INFEASIBLE,
BOLA1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOLA2B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOLA3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BORA,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.07916504608509545,OPTIMAL,-0.05677771850227247
BPGM,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BPNT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.07762643863266872,INFEASIBLE,
BPTF,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRAF,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.11602491806301232,OPTIMAL,-0.11987914320070227
BRAP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRAT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.14055694988703932,INFEASIBLE,
BRCA1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRCA2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRCC3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.2111913881405256,INFEASIBLE,
BRD2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13310778278348231,INFEASIBLE,
BRD4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD7,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD8,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD9,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRF1,OPTIMAL,-0.5291619161633184,OPTIMAL,-0.2975170193088876,INFEASIBLE,,OPTIMAL,-0.09643872114291772,INFEASIBLE,
BRI3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRI3BP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRIP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1796800273935226,OPTIMAL,-0.16128268164716453
BRIX1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRK1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRMS1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRMS1L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BROX,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRPF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.12036837750810994,OPTIMAL,-0.09822923500526128
BRPF3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13998527161518112,INFEASIBLE,
BRWD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BSDC1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.14595480463644464,OPTIMAL,-0.11786445700733081
BSG,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BST1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.07886657862511853,INFEASIBLE,
BTAF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.20878386440426255,INFEASIBLE,
BTBD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD10,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.16382717354838505,INFEASIBLE,
BTBD3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD7,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTD,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.11531295540143101,INFEASIBLE,
BTF3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTF3L4,OPTIMAL,-0.0437954536037449,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTG1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTG2,OPTIMAL,-0.1856529421421178,OPTIMAL,0.0218081306499469,INFEASIBLE,,OPTIMAL,-0.06824504550525834,INFEASIBLE,
BTG3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTN2A1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1822000579774281,INFEASIBLE,
BTN3A2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1899339653345362,INFEASIBLE,
BTRC,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13018172774585737,INFEASIBLE,
BUB1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUB1B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUB3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUD13,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.17749123270767522,OPTIMAL,-0.16228990642564864
BUD31,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BVES,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.10897566209555352,INFEASIBLE,
BYSL,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BZW1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BZW2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C10orf88,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C11orf24,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C11orf54,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.12874645498610188,INFEASIBLE,
C11orf58,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C11orf68,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C12orf43,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C12orf57,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.25108530987139044,INFEASIBLE,
C12orf75,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C12orf76,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.08127382539353313,OPTIMAL,-0.07312922178010342
C14orf119,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C14orf132,OPTIMAL,-0.8999686109081854,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.09956614426491002,INFEASIBLE,
C15orf39,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13516203351206066,OPTIMAL,-0.11285271530266028
C15orf40,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C15orf61,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C16orf74,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13329787378298036,INFEASIBLE,
C16orf87,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.11783014070244292,INFEASIBLE,
C17orf58,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.1440190248825041,INFEASIBLE,
C17orf67,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.05545343052290768,OPTIMAL,-0.05306825836195689
C17orf75,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13308992105544312,OPTIMAL,-0.12990187068941836
C18orf21,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.14037976646525616,INFEASIBLE,
C18orf54,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.23100330175963316,INFEASIBLE,
C19orf12,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.27375895383048127,INFEASIBLE,
C19orf25,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.10699485530142212,INFEASIBLE,
C19orf53,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1D,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1GALT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1GALT1C1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.3264476661587713,INFEASIBLE,
C1orf122,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf131,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf159,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.10074116580485995,INFEASIBLE,
C1orf174,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.24087693527456946,INFEASIBLE,
C1orf198,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.2702652365405805,INFEASIBLE,
C1orf21,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf216,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,OPTIMAL,-0.13210709440208565,INFEASIBLE,
C1orf35,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf43,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf50,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
