"","ensembl_gene_id","external_gene_name","gene_biotype"
"22511","ENSG00000071246","VASH1","protein_coding"
"81026","ENSG00000143494","VASH2","protein_coding"
"6742","ENSG00000274334","VASN","protein_coding"
"81076","ENSG00000125753","VASP","protein_coding"
"81915","ENSG00000108828","VAT1","protein_coding"
"61279","ENSG00000171724","VAT1L","protein_coding"
"21501","ENSG00000283129","Vault","misc_RNA"
"82859","ENSG00000141968","VAV1","protein_coding"
"78571","ENSG00000160293","VAV2","protein_coding"
"81776","ENSG00000134215","VAV3","protein_coding"
"17007","ENSG00000284338","VAV3-AS1","lncRNA"
"49753","ENSG00000148704","VAX1","protein_coding"
"52341","ENSG00000116035","VAX2","protein_coding"
"NA.25320",NA,NA,NA
"80255","ENSG00000155959","VBP1","protein_coding"
"85174","ENSG00000162692","VCAM1","protein_coding"
"15587","ENSG00000038427","VCAN","protein_coding"
"16032","ENSG00000249835","VCAN-AS1","lncRNA"
"83145","ENSG00000035403","VCL","protein_coding"
"82130","ENSG00000165280","VCP","protein_coding"
"15297","ENSG00000175073","VCPIP1","protein_coding"
"53845","ENSG00000100483","VCPKMT","protein_coding"
"13975","ENSG00000182583","VCX","protein_coding"
"8084","ENSG00000177504","VCX2","protein_coding"
"32712","ENSG00000169059","VCX3A","protein_coding"
"13645","ENSG00000205642","VCX3B","protein_coding"
"759","ENSG00000129864","VCY","protein_coding"
"789","ENSG00000129862","VCY1B","protein_coding"
"82063","ENSG00000213585","VDAC1","protein_coding"
"9035","ENSG00000073905","VDAC1P1","processed_pseudogene"
"47367","ENSG00000232809","VDAC1P10","processed_pseudogene"
"19024","ENSG00000237679","VDAC1P11","processed_pseudogene"
"2461","ENSG00000227254","VDAC1P12","processed_pseudogene"
"34172","ENSG00000232526","VDAC1P13","processed_pseudogene"
"10940","ENSG00000213856","VDAC1P2","processed_pseudogene"
"9148","ENSG00000234702","VDAC1P3","processed_pseudogene"
"78600","ENSG00000235060","VDAC1P4","processed_pseudogene"
"44884","ENSG00000270858","VDAC1P5","processed_pseudogene"
"828","ENSG00000231341","VDAC1P6","processed_pseudogene"
"43942","ENSG00000213450","VDAC1P7","processed_pseudogene"
"41741","ENSG00000229036","VDAC1P8","transcribed_processed_pseudogene"
"64139","ENSG00000232366","VDAC1P9","processed_pseudogene"
"81907","ENSG00000165637","VDAC2","protein_coding"
"2568","ENSG00000214976","VDAC2P1","processed_pseudogene"
"81095","ENSG00000078668","VDAC3","protein_coding"
"24500","ENSG00000271198","VDAC3P1","processed_pseudogene"
"65646","ENSG00000111424","VDR","protein_coding"
"38432","ENSG00000112715","VEGFA","protein_coding"
"85257","ENSG00000173511","VEGFB","protein_coding"
"30596","ENSG00000150630","VEGFC","protein_coding"
"78418","ENSG00000151650","VENTX","protein_coding"
"21144","ENSG00000259849","VENTXP1","transcribed_processed_pseudogene"
"2704","ENSG00000215037","VENTXP2","processed_pseudogene"
"46494","ENSG00000257364","VENTXP3","processed_pseudogene"
"28487","ENSG00000230465","VENTXP4","processed_pseudogene"
"11682","ENSG00000253569","VENTXP5","processed_pseudogene"
"12170","ENSG00000254105","VENTXP6","processed_pseudogene"
"49382","ENSG00000236380","VENTXP7","processed_pseudogene"
"85454","ENSG00000197415","VEPH1","protein_coding"
"84810","ENSG00000136451","VEZF1","protein_coding"
"31572","ENSG00000236229","VEZF1P1","processed_pseudogene"
"79245","ENSG00000028203","VEZT","protein_coding"
"85272","ENSG00000128564","VGF","protein_coding"
"30307","ENSG00000102243","VGLL1","protein_coding"
"82791","ENSG00000170162","VGLL2","protein_coding"
"62737","ENSG00000206538","VGLL3","protein_coding"
"42719","ENSG00000144560","VGLL4","protein_coding"
"52703","ENSG00000134086","VHL","protein_coding"
"48747","ENSG00000189030","VHLL","protein_coding"
"80679","ENSG00000127831","VIL1","protein_coding"
"84793","ENSG00000136059","VILL","protein_coding"
"76327","ENSG00000026025","VIM","protein_coding"
"36755","ENSG00000229124","VIM-AS1","lncRNA"
"NA.25321",NA,NA,NA
"NA.25322",NA,NA,NA
"64180","ENSG00000146469","VIP","protein_coding"
"78742","ENSG00000151445","VIPAS39","protein_coding"
"83370","ENSG00000114812","VIPR1","protein_coding"
"61588","ENSG00000232354","VIPR1-AS1","lncRNA"
"84058","ENSG00000106018","VIPR2","protein_coding"
"NA.25323",NA,NA,NA
"85672","ENSG00000205221","VIT","protein_coding"
"75415","ENSG00000167397","VKORC1","protein_coding"
"84507","ENSG00000196715","VKORC1L1","protein_coding"
"74170","ENSG00000147852","VLDLR","protein_coding"
"30733","ENSG00000236404","VLDLR-AS1","lncRNA"
"46013","ENSG00000160131","VMA21","protein_coding"
"14576","ENSG00000292061","VMAC","protein_coding"
"61537","ENSG00000182853","VMO1","protein_coding"
"84628","ENSG00000062716","VMP1","protein_coding"
"47387","ENSG00000178201","VN1R1","protein_coding"
"27673","ENSG00000249654","VN1R104P","transcribed_unprocessed_pseudogene"
"31024","ENSG00000242856","VN1R105P","transcribed_processed_pseudogene"
"47389","ENSG00000268545","VN1R107P","unprocessed_pseudogene"
"13518","ENSG00000230772","VN1R108P","transcribed_unprocessed_pseudogene"
"29855","ENSG00000220758","VN1R10P","unprocessed_pseudogene"
"26839","ENSG00000231725","VN1R110P","transcribed_processed_pseudogene"
"29835","ENSG00000219770","VN1R11P","unitary_pseudogene"
"39637","ENSG00000220581","VN1R12P","unitary_pseudogene"
"56798","ENSG00000216762","VN1R13P","transcribed_processed_pseudogene"
"2609","ENSG00000291881","VN1R17P","processed_pseudogene"
"27453","ENSG00000196131","VN1R2","protein_coding"
"60153","ENSG00000233121","VN1R20P","transcribed_unitary_pseudogene"
"60069","ENSG00000224752","VN1R21P","unitary_pseudogene"
"73586","ENSG00000224947","VN1R25P","transcribed_processed_pseudogene"
"60424","ENSG00000227182","VN1R28P","unitary_pseudogene"
"74182","ENSG00000180663","VN1R3","unprocessed_pseudogene"
"72756","ENSG00000236284","VN1R31P","transcribed_processed_pseudogene"
"72788","ENSG00000230361","VN1R32P","transcribed_unitary_pseudogene"
"57424","ENSG00000227426","VN1R33P","unitary_pseudogene"
"64407","ENSG00000233173","VN1R34P","unitary_pseudogene"
"64409","ENSG00000228660","VN1R35P","transcribed_unprocessed_pseudogene"
"64410","ENSG00000230639","VN1R36P","unprocessed_pseudogene"
"63937","ENSG00000213643","VN1R37P","processed_pseudogene"
"63940","ENSG00000235227","VN1R38P","unitary_pseudogene"
"33240","ENSG00000228567","VN1R4","protein_coding"
"62494","ENSG00000223845","VN1R40P","unitary_pseudogene"
"62508","ENSG00000223476","VN1R42P","processed_pseudogene"
"14942","ENSG00000253611","VN1R46P","processed_pseudogene"
"20808","ENSG00000237487","VN1R48P","processed_pseudogene"
"2641","ENSG00000291888","VN1R5","protein_coding"
"18555","ENSG00000228038","VN1R51P","processed_pseudogene"
"21135","ENSG00000236313","VN1R53P","processed_pseudogene"
"62953","ENSG00000213547","VN1R64P","unitary_pseudogene"
"62955","ENSG00000260883","VN1R65P","unitary_pseudogene"
"62964","ENSG00000237185","VN1R66P","unprocessed_pseudogene"
"67875","ENSG00000260722","VN1R67P","unitary_pseudogene"
"68981","ENSG00000259979","VN1R68P","processed_pseudogene"
"68984","ENSG00000260724","VN1R69P","processed_pseudogene"
"22648","ENSG00000174677","VN1R6P","unitary_pseudogene"
"69072","ENSG00000261515","VN1R70P","processed_pseudogene"
"58523","ENSG00000264837","VN1R71P","processed_pseudogene"
"5344","ENSG00000273732","VN1R74P","unprocessed_pseudogene"
"6257","ENSG00000273762","VN1R76P","unprocessed_pseudogene"
"17316","ENSG00000268272","VN1R78P","unprocessed_pseudogene"
"17294","ENSG00000269885","VN1R79P","unprocessed_pseudogene"
"1661","ENSG00000275592","VN1R7P","processed_pseudogene"
"17277","ENSG00000268598","VN1R80P","unprocessed_pseudogene"
"18861","ENSG00000268357","VN1R81P","unprocessed_pseudogene"
"17301","ENSG00000268995","VN1R82P","unprocessed_pseudogene"
"40679","ENSG00000268521","VN1R83P","unprocessed_pseudogene"
"13831","ENSG00000280218","VN1R84P","unprocessed_pseudogene"
"14394","ENSG00000280210","VN1R85P","unprocessed_pseudogene"
"39979","ENSG00000268789","VN1R87P","unprocessed_pseudogene"
"18620","ENSG00000268541","VN1R88P","unprocessed_pseudogene"
"1831","ENSG00000219280","VN1R8P","processed_pseudogene"
"17427","ENSG00000268794","VN1R90P","unprocessed_pseudogene"
"17561","ENSG00000268148","VN1R91P","unprocessed_pseudogene"
"17744","ENSG00000268908","VN1R92P","unprocessed_pseudogene"
"28372","ENSG00000269320","VN1R93P","unprocessed_pseudogene"
"48080","ENSG00000230086","VN1R96P","transcribed_unitary_pseudogene"
"16074","ENSG00000276400","VN1R9P","transcribed_processed_pseudogene"
"61607","ENSG00000226348","VN2R10P","unitary_pseudogene"
"20689","ENSG00000213014","VN2R17P","processed_pseudogene"
"38348","ENSG00000235974","VN2R19P","transcribed_unitary_pseudogene"
"29418","ENSG00000174930","VN2R1P","unitary_pseudogene"
"16934","ENSG00000234680","VN2R3P","unitary_pseudogene"
"29264","ENSG00000236541","VN2R9P","unitary_pseudogene"
"62998","ENSG00000112299","VNN1","protein_coding"
"31107","ENSG00000112303","VNN2","protein_coding"
"NA.25324",NA,NA,NA
"78755","ENSG00000154978","VOPP1","protein_coding"
"NA.25325",NA,NA,NA
"11033","ENSG00000169575","VPREB1","protein_coding"
"10577","ENSG00000128218","VPREB3","protein_coding"
"1610","ENSG00000280616","VPS11","protein_coding"
"14308","ENSG00000197969","VPS13A","protein_coding"
"29365","ENSG00000232998","VPS13A-AS1","lncRNA"
"17437","ENSG00000132549","VPS13B","protein_coding"
"26114","ENSG00000129003","VPS13C","protein_coding"
"41866","ENSG00000048707","VPS13D","protein_coding"
"78065","ENSG00000215305","VPS16","protein_coding"
"71984","ENSG00000104142","VPS18","protein_coding"
"80882","ENSG00000131475","VPS25","protein_coding"
"43916","ENSG00000226755","VPS25P1","processed_pseudogene"
"78426","ENSG00000122958","VPS26A","protein_coding"
"45604","ENSG00000240375","VPS26AP1","processed_pseudogene"
"83878","ENSG00000151502","VPS26B","protein_coding"
"38236","ENSG00000224895","VPS26BP1","processed_pseudogene"
"2415","ENSG00000285339","VPS28","protein_coding"
"32845","ENSG00000111237","VPS29","protein_coding"
"75082","ENSG00000139719","VPS33A","protein_coding"
"66772","ENSG00000184056","VPS33B","protein_coding"
"79861","ENSG00000069329","VPS35","protein_coding"
"74051","ENSG00000260809","VPS35P1","unprocessed_pseudogene"
"27738","ENSG00000136100","VPS36","protein_coding"
"81287","ENSG00000155975","VPS37A","protein_coding"
"58981","ENSG00000139722","VPS37B","protein_coding"
"85104","ENSG00000167987","VPS37C","protein_coding"
"84972","ENSG00000176428","VPS37D","protein_coding"
"80332","ENSG00000166887","VPS39","protein_coding"
"82540","ENSG00000006715","VPS41","protein_coding"
"86096","ENSG00000136631","VPS45","protein_coding"
"81559","ENSG00000132612","VPS4A","protein_coding"
"14882","ENSG00000119541","VPS4B","protein_coding"
"84778","ENSG00000004766","VPS50","protein_coding"
"77444","ENSG00000149823","VPS51","protein_coding"
"42960","ENSG00000236014","VPS52","protein_coding"
"3398","ENSG00000283883","VPS53","protein_coding"
"83843","ENSG00000143952","VPS54","protein_coding"
"80925","ENSG00000163159","VPS72","protein_coding"
"83654","ENSG00000156931","VPS8","protein_coding"
"83630","ENSG00000075399","VPS9D1","protein_coding"
"69252","ENSG00000261373","VPS9D1-AS1","lncRNA"
"81586","ENSG00000100749","VRK1","protein_coding"
"86042","ENSG00000028116","VRK2","protein_coding"
"78709","ENSG00000105053","VRK3","protein_coding"
"54742","ENSG00000133980","VRTN","protein_coding"
"11316","ENSG00000101842","VSIG1","protein_coding"
"84463","ENSG00000176834","VSIG10","protein_coding"
"62377","ENSG00000186806","VSIG10L","protein_coding"
"64933","ENSG00000019102","VSIG2","protein_coding"
"79585","ENSG00000155659","VSIG4","protein_coding"
"47863","ENSG00000243284","VSIG8","protein_coding"
"83161","ENSG00000163032","VSNL1","protein_coding"
"13097","ENSG00000276159","VSTM1","protein_coding"
"60882","ENSG00000170419","VSTM2A","protein_coding"
"57702","ENSG00000224223","VSTM2A-OT1","lncRNA"
"81064","ENSG00000187135","VSTM2B","protein_coding"
"65350","ENSG00000132821","VSTM2L","protein_coding"
"81187","ENSG00000165633","VSTM4","protein_coding"
"84202","ENSG00000214376","VSTM5","protein_coding"
"14915","ENSG00000100987","VSX1","protein_coding"
"23276","ENSG00000119614","VSX2","protein_coding"
"72561","ENSG00000009844","VTA1","protein_coding"
"22328","ENSG00000224999","VTA1P1","processed_pseudogene"
"23872","ENSG00000253401","VTA1P2","processed_pseudogene"
"79268","ENSG00000134258","VTCN1","protein_coding"
"55197","ENSG00000151532","VTI1A","protein_coding"
"55069","ENSG00000100568","VTI1B","protein_coding"
"62397","ENSG00000243974","VTI1BP1","processed_pseudogene"
"44784","ENSG00000213434","VTI1BP2","transcribed_processed_pseudogene"
"55251","ENSG00000258074","VTI1BP3","transcribed_processed_pseudogene"
"18599","ENSG00000227759","VTI1BP4","processed_pseudogene"
"83899","ENSG00000109072","VTN","protein_coding"
"32701","ENSG00000199990","VTRNA1-1","vault_RNA"
"32702","ENSG00000202111","VTRNA1-2","vault_RNA"
"32704","ENSG00000202515","VTRNA1-3","vault_RNA"
"32904","ENSG00000270123","VTRNA2-1","vault_RNA"
"39352","ENSG00000251900","VTRNA2-2P","misc_RNA"
"10855","ENSG00000199422","VTRNA3-1P","misc_RNA"
"80203","ENSG00000179403","VWA1","protein_coding"
"69276","ENSG00000165816","VWA2","protein_coding"
"75395","ENSG00000175267","VWA3A","protein_coding"
"58083","ENSG00000168658","VWA3B","protein_coding"
"71668","ENSG00000110002","VWA5A","protein_coding"
"81257","ENSG00000158816","VWA5B1","protein_coding"
"80858","ENSG00000145198","VWA5B2","protein_coding"
"23216","ENSG00000204396","VWA7","protein_coding"
"20569","ENSG00000102763","VWA8","protein_coding"
"4627","ENSG00000278338","VWA8-AS1","lncRNA"
"26800","ENSG00000250289","VWA8P1","processed_pseudogene"
"NA.25326",NA,NA,NA
"75844","ENSG00000188730","VWC2","protein_coding"
"38175","ENSG00000174453","VWC2L","protein_coding"
"38222","ENSG00000224257","VWC2L-IT1","lncRNA"
"68762","ENSG00000167992","VWCE","protein_coding"
"79975","ENSG00000146530","VWDE","protein_coding"
"65788","ENSG00000110799","VWF","protein_coding"
"11335","ENSG00000241717","VWFP1","transcribed_unprocessed_pseudogene"
"61632","ENSG00000095787","WAC","protein_coding"
"44549","ENSG00000254635","WAC-AS1","lncRNA"
"NA.25327",NA,NA,NA
"NA.25328",NA,NA,NA
"82173","ENSG00000116874","WARS2","protein_coding"
"69839","ENSG00000224238","WARS2-IT1","lncRNA"
"15489","ENSG00000227209","WARS2P1","processed_pseudogene"
"NA.25329",NA,NA,NA
"33778","ENSG00000015285","WAS","protein_coding"
"82771","ENSG00000112290","WASF1","protein_coding"
"44771","ENSG00000227597","WASF1P1","processed_pseudogene"
"86192","ENSG00000158195","WASF2","protein_coding"
"22312","ENSG00000132970","WASF3","protein_coding"
"2487","ENSG00000237001","WASF3-AS1","lncRNA"
"10129","ENSG00000188459","WASF4P","processed_pseudogene"
"23237","ENSG00000231402","WASF5P","processed_pseudogene"
"NA.25330",NA,NA,NA
"69750","ENSG00000146556","WASH2P","transcribed_unprocessed_pseudogene"
"2335","ENSG00000288207","WASH3P","transcribed_unprocessed_pseudogene"
"73710","ENSG00000234769","WASH4P","transcribed_unprocessed_pseudogene"
"38009","ENSG00000282458","WASH5P","transcribed_processed_pseudogene"
"551","ENSG00000292372","WASH6P","protein_coding"
"77478","ENSG00000227232","WASH7P","transcribed_unprocessed_pseudogene"
"554","ENSG00000292370","WASIR1","lncRNA"
"73718","ENSG00000231439","WASIR2","lncRNA"
"78898","ENSG00000106299","WASL","protein_coding"
"79931","ENSG00000239779","WBP1","protein_coding"
"69708","ENSG00000084463","WBP11","protein_coding"
"6479","ENSG00000293029","WBP11P1","lncRNA"
"52535","ENSG00000166272","WBP1L","protein_coding"
"56630","ENSG00000282492","WBP1LP1","processed_pseudogene"
"30771","ENSG00000253826","WBP1LP10","unprocessed_pseudogene"
"16843","ENSG00000267792","WBP1LP11","processed_pseudogene"
"17588","ENSG00000271530","WBP1LP12","processed_pseudogene"
"64121","ENSG00000250474","WBP1LP2","processed_pseudogene"
"11194","ENSG00000253612","WBP1LP3","processed_pseudogene"
"33589","ENSG00000251035","WBP1LP4","processed_pseudogene"
"24139","ENSG00000259454","WBP1LP5","processed_pseudogene"
"65884","ENSG00000268663","WBP1LP6","processed_pseudogene"
"65823","ENSG00000269732","WBP1LP7","processed_pseudogene"
"43797","ENSG00000273640","WBP1LP8","processed_pseudogene"
"60796","ENSG00000132471","WBP2","protein_coding"
"35949","ENSG00000183066","WBP2NL","protein_coding"
"9417","ENSG00000229248","WBP2P1","transcribed_processed_pseudogene"
"33726","ENSG00000120688","WBP4","protein_coding"
"NA.25331",NA,NA,NA
"NA.25332",NA,NA,NA
"NA.25333",NA,NA,NA
"NA.25334",NA,NA,NA
"NA.25335",NA,NA,NA
"NA.25336",NA,NA,NA
"79399","ENSG00000085449","WDFY1","protein_coding"
"23322","ENSG00000139668","WDFY2","protein_coding"
"27599","ENSG00000163625","WDFY3","protein_coding"
"27728","ENSG00000251260","WDFY3-AS1","lncRNA"
"46574","ENSG00000180769","WDFY3-AS2","lncRNA"
"51946","ENSG00000128815","WDFY4","protein_coding"
"79899","ENSG00000198554","WDHD1","protein_coding"
"83141","ENSG00000143951","WDPCP","protein_coding"
"79972","ENSG00000071127","WDR1","protein_coding"
"16005","ENSG00000120008","WDR11","protein_coding"
"NA.25337",NA,NA,NA
"84741","ENSG00000138442","WDR12","protein_coding"
"65799","ENSG00000101940","WDR13","protein_coding"
"79838","ENSG00000150627","WDR17","protein_coding"
"83459","ENSG00000065268","WDR18","protein_coding"
"81890","ENSG00000157796","WDR19","protein_coding"
"66300","ENSG00000140153","WDR20","protein_coding"
"79087","ENSG00000127580","WDR24","protein_coding"
"80939","ENSG00000176473","WDR25","protein_coding"
"65979","ENSG00000162923","WDR26","protein_coding"
"70050","ENSG00000184465","WDR27","protein_coding"
"84898","ENSG00000065183","WDR3","protein_coding"
"68509","ENSG00000148225","WDR31","protein_coding"
"85867","ENSG00000136709","WDR33","protein_coding"
"NA.25338",NA,NA,NA
"86010","ENSG00000118965","WDR35","protein_coding"
"77639","ENSG00000134987","WDR36","protein_coding"
"81877","ENSG00000047056","WDR37","protein_coding"
"69752","ENSG00000136918","WDR38","protein_coding"
"21290","ENSG00000160193","WDR4","protein_coding"
"80554","ENSG00000164253","WDR41","protein_coding"
"83216","ENSG00000163811","WDR43","protein_coding"
"63448","ENSG00000131725","WDR44","protein_coding"
"38036","ENSG00000292221","WDR45","protein_coding"
"80577","ENSG00000141580","WDR45B","protein_coding"
"65732","ENSG00000265574","WDR45BP1","processed_pseudogene"
"26314","ENSG00000227057","WDR46","protein_coding"
"86177","ENSG00000085433","WDR47","protein_coding"
"70911","ENSG00000114742","WDR48","protein_coding"
"84548","ENSG00000174776","WDR49","protein_coding"
"79814","ENSG00000196363","WDR5","protein_coding"
"72975","ENSG00000185798","WDR53","protein_coding"
"85635","ENSG00000005448","WDR54","protein_coding"
"23311","ENSG00000120314","WDR55","protein_coding"
"82762","ENSG00000103091","WDR59","protein_coding"
"69707","ENSG00000196981","WDR5B","protein_coding"
"85412","ENSG00000178252","WDR6","protein_coding"
"NA.25339",NA,NA,NA
"NA.25340",NA,NA,NA
"25853","ENSG00000075702","WDR62","protein_coding"
"NA.25341",NA,NA,NA
"56083","ENSG00000162843","WDR64","protein_coding"
"NA.25342",NA,NA,NA
"5232","ENSG00000091157","WDR7","protein_coding"
"3416","ENSG00000267225","WDR7-OT1","lncRNA"
"71211","ENSG00000082068","WDR70","protein_coding"
"79016","ENSG00000166415","WDR72","protein_coding"
"1886","ENSG00000291629","WDR73","protein_coding"
"83872","ENSG00000133316","WDR74","protein_coding"
"79577","ENSG00000115368","WDR75","protein_coding"
"81222","ENSG00000092470","WDR76","protein_coding"
"63073","ENSG00000116455","WDR77","protein_coding"
"NA.25343",NA,NA,NA
"6687","ENSG00000276021","WDR81","protein_coding"
"72320","ENSG00000164091","WDR82","protein_coding"
"1320","ENSG00000285086","WDR82P1","processed_pseudogene"
"44982","ENSG00000241318","WDR82P2","processed_pseudogene"
"53865","ENSG00000123154","WDR83","protein_coding"
"53951","ENSG00000105583","WDR83OS","protein_coding"
"58932","ENSG00000187260","WDR86","protein_coding"
"67991","ENSG00000243836","WDR86-AS1","lncRNA"
"21074","ENSG00000171804","WDR87","protein_coding"
"32262","ENSG00000166359","WDR88","protein_coding"
"62549","ENSG00000140006","WDR89","protein_coding"
"79270","ENSG00000161996","WDR90","protein_coding"
"83858","ENSG00000105875","WDR91","protein_coding"
"NA.25344",NA,NA,NA
"81745","ENSG00000140527","WDR93","protein_coding"
"8347","ENSG00000231894","WDR95P","transcribed_unitary_pseudogene"
"86024","ENSG00000196151","WDSUB1","protein_coding"
"80785","ENSG00000142784","WDTC1","protein_coding"
"NA.25345",NA,NA,NA
"70284","ENSG00000166483","WEE1","protein_coding"
"55884","ENSG00000263042","WEE2","protein_coding"
"55738","ENSG00000261994","WEE2-AS1","lncRNA"
"80456","ENSG00000103175","WFDC1","protein_coding"
"19914","ENSG00000180305","WFDC10A","protein_coding"
"39781","ENSG00000182931","WFDC10B","protein_coding"
"19928","ENSG00000180083","WFDC11","protein_coding"
"8578","ENSG00000168703","WFDC12","protein_coding"
"7787","ENSG00000168634","WFDC13","protein_coding"
"40109","ENSG00000101443","WFDC2","protein_coding"
"73884","ENSG00000261040","WFDC21P","transcribed_unitary_pseudogene"
"7510","ENSG00000124116","WFDC3","protein_coding"
"8656","ENSG00000175121","WFDC5","protein_coding"
"9612","ENSG00000243543","WFDC6","protein_coding"
"8290","ENSG00000158901","WFDC8","protein_coding"
"19908","ENSG00000180205","WFDC9","protein_coding"
"67957","ENSG00000127578","WFIKKN1","protein_coding"
"78915","ENSG00000173714","WFIKKN2","protein_coding"
"81524","ENSG00000109501","WFS1","protein_coding"
"72987","ENSG00000156232","WHAMM","protein_coding"
"7540","ENSG00000282540","WHAMMP2","transcribed_unprocessed_pseudogene"
"25016","ENSG00000276141","WHAMMP3","transcribed_unprocessed_pseudogene"
"NA.25346",NA,NA,NA
"NA.25347",NA,NA,NA
"NA.25348",NA,NA,NA
"NA.25349",NA,NA,NA
"NA.25350",NA,NA,NA
"NA.25351",NA,NA,NA
"NA.25352",NA,NA,NA
"NA.25353",NA,NA,NA
"NA.25354",NA,NA,NA
"NA.25355",NA,NA,NA
"NA.25356",NA,NA,NA
"NA.25357",NA,NA,NA
"NA.25358",NA,NA,NA
"NA.25359",NA,NA,NA
"NA.25360",NA,NA,NA
"NA.25361",NA,NA,NA
"NA.25362",NA,NA,NA
"NA.25363",NA,NA,NA
"NA.25364",NA,NA,NA
"NA.25365",NA,NA,NA
"NA.25366",NA,NA,NA
"NA.25367",NA,NA,NA
"82737","ENSG00000156076","WIF1","protein_coding"
"81259","ENSG00000115935","WIPF1","protein_coding"
"83430","ENSG00000171475","WIPF2","protein_coding"
"76322","ENSG00000122574","WIPF3","protein_coding"
"84795","ENSG00000070540","WIPI1","protein_coding"
"82638","ENSG00000157954","WIPI2","protein_coding"
"NA.25368",NA,NA,NA
"NA.25369",NA,NA,NA
"NA.25370",NA,NA,NA
"NA.25371",NA,NA,NA
"84326","ENSG00000011451","WIZ","protein_coding"
"24191","ENSG00000255293","WIZP1","processed_pseudogene"
"86128","ENSG00000116729","WLS","protein_coding"
"74205","ENSG00000060237","WNK1","protein_coding"
"53110","ENSG00000165238","WNK2","protein_coding"
"39714","ENSG00000196632","WNK3","protein_coding"
"78973","ENSG00000126562","WNK4","protein_coding"
"36416","ENSG00000125084","WNT1","protein_coding"
"85847","ENSG00000135925","WNT10A","protein_coding"
"28289","ENSG00000169884","WNT10B","protein_coding"
"84209","ENSG00000085741","WNT11","protein_coding"
"74137","ENSG00000002745","WNT16","protein_coding"
"82397","ENSG00000105989","WNT2","protein_coding"
"83182","ENSG00000134245","WNT2B","protein_coding"
"7851","ENSG00000277641","WNT3","protein_coding"
"84954","ENSG00000154342","WNT3A","protein_coding"
"85420","ENSG00000162552","WNT4","protein_coding"
"33501","ENSG00000114251","WNT5A","protein_coding"
"32274","ENSG00000244586","WNT5A-AS1","lncRNA"
"84794","ENSG00000111186","WNT5B","protein_coding"
"56919","ENSG00000115596","WNT6","protein_coding"
"27594","ENSG00000154764","WNT7A","protein_coding"
"10779","ENSG00000188064","WNT7B","protein_coding"
"25865","ENSG00000061492","WNT8A","protein_coding"
"34259","ENSG00000075290","WNT8B","protein_coding"
"65444","ENSG00000143816","WNT9A","protein_coding"
"7914","ENSG00000276799","WNT9B","protein_coding"
"85224","ENSG00000141499","WRAP53","protein_coding"
"85941","ENSG00000116213","WRAP73","protein_coding"
"NA.25372",NA,NA,NA
"NA.25373",NA,NA,NA
"80972","ENSG00000165392","WRN","protein_coding"
"69520","ENSG00000124535","WRNIP1","protein_coding"
"85181","ENSG00000109046","WSB1","protein_coding"
"84134","ENSG00000176871","WSB2","protein_coding"
"85583","ENSG00000179314","WSCD1","protein_coding"
"59318","ENSG00000075035","WSCD2","protein_coding"
"30160","ENSG00000249073","WSPAR","lncRNA"
"54668","ENSG00000184937","WT1","protein_coding"
"54773","ENSG00000183242","WT1-AS","lncRNA"
"NA.25374",NA,NA,NA
"NA.25375",NA,NA,NA
"NA.25376",NA,NA,NA
"NA.25377",NA,NA,NA
"NA.25378",NA,NA,NA
"NA.25379",NA,NA,NA
"84018","ENSG00000146457","WTAP","protein_coding"
"45768","ENSG00000255282","WTAPP1","transcribed_processed_pseudogene"
"81609","ENSG00000142279","WTIP","protein_coding"
"72961","ENSG00000113645","WWC1","protein_coding"
"82493","ENSG00000151718","WWC2","protein_coding"
"18489","ENSG00000251128","WWC2-AS1","lncRNA"
"43379","ENSG00000251359","WWC2-AS2","lncRNA"
"15194","ENSG00000047644","WWC3","protein_coding"
"27897","ENSG00000225076","WWC3-AS1","lncRNA"
"67817","ENSG00000186153","WWOX","protein_coding"
"67449","ENSG00000123124","WWP1","protein_coding"
"43208","ENSG00000244153","WWP1P1","processed_pseudogene"
"81101","ENSG00000198373","WWP2","protein_coding"
"82319","ENSG00000018408","WWTR1","protein_coding"
"30809","ENSG00000241313","WWTR1-AS1","lncRNA"
"30674","ENSG00000241985","WWTR1-IT1","lncRNA"
"68227","ENSG00000076924","XAB2","protein_coding"
"24552","ENSG00000241743","XACT","lncRNA"
"81713","ENSG00000132530","XAF1","protein_coding"
"10630","ENSG00000204379","XAGE1A","protein_coding"
"31444","ENSG00000204382","XAGE1B","protein_coding"
"78207","ENSG00000155622","XAGE2","protein_coding"
"13442","ENSG00000171402","XAGE3","protein_coding"
"21095","ENSG00000171405","XAGE5","protein_coding"
"29051","ENSG00000100219","XBP1","protein_coding"
"20889","ENSG00000249947","XBP1P1","processed_pseudogene"
"44996","ENSG00000143184","XCL1","protein_coding"
"44475","ENSG00000143185","XCL2","protein_coding"
"49786","ENSG00000173578","XCR1","protein_coding"
"76000","ENSG00000158125","XDH","protein_coding"
"13160","ENSG00000124343","XG","protein_coding"
"1114","ENSG00000227447","XGY1","transcribed_unprocessed_pseudogene"
"67387","ENSG00000101966","XIAP","protein_coding"
"13745","ENSG00000237331","XIAP-AS1","lncRNA"
"84071","ENSG00000168334","XIRP1","protein_coding"
"49716","ENSG00000163092","XIRP2","protein_coding"
"38193","ENSG00000254552","XIRP2-AS1","lncRNA"
"27253","ENSG00000229807","XIST","lncRNA"
