,counts_d4_c95_status,counts_d4_c95_correlation,counts_d4_c50_status,counts_d4_c50_correlation,counts_d4_c25_status,counts_d4_c25_correlation
C21orf91,OPTIMAL,0.015796649246840964,OPTIMAL,0.02262671034060238,OPTIMAL,-0.013966490459736783
C22orf39,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,0.006010808156012549
C2CD2,OPTIMAL,-0.5058744653196051,OPTIMAL,-0.08253106578783327,OPTIMAL,-0.08779123755927783
C2CD2L,OPTIMAL,0.12119634005555557,OPTIMAL,0.1314772188958864,OPTIMAL,0.0894559362532198
C2CD3,OPTIMAL,0.13084689664173274,OPTIMAL,0.05006185757848574,OPTIMAL,0.02618216771085321
C2CD5,OPTIMAL,0.3834428566348662,OPTIMAL,0.418632871067618,OPTIMAL,0.22045114532189142
C2orf42,OPTIMAL,-0.07710576612387597,OPTIMAL,-0.06456085795116356,OPTIMAL,-0.07121080299661704
C2orf49,OPTIMAL,0.47728095659754566,OPTIMAL,0.32439384887018013,OPTIMAL,0.23044891369186785
C2orf68,OPTIMAL,-0.004818426477178999,OPTIMAL,-0.05895339945416736,OPTIMAL,-0.01378317275483885
C2orf69,OPTIMAL,-0.1967511490287392,OPTIMAL,-0.08035850014505604,OPTIMAL,-0.11683080133749293
C2orf74,OPTIMAL,0.01647388591871145,OPTIMAL,0.0181406383739792,OPTIMAL,0.012570000613699261
C2orf76,OPTIMAL,0.28678805835622084,OPTIMAL,0.10623424535999478,OPTIMAL,0.12624449370589175
C2orf81,CUT_LIMIT,,OPTIMAL,-0.35931498279792656,INFEASIBLE,
C3orf18,OPTIMAL,-0.1067431849635708,OPTIMAL,-0.11356704181549068,OPTIMAL,-0.07424356535107948
C3orf38,OPTIMAL,0.14762841332885251,OPTIMAL,0.032353626698318136,OPTIMAL,0.046511872220321576
C3orf70,OPTIMAL,-0.12146591720321659,OPTIMAL,0.0076289382959060115,OPTIMAL,0.0035768745692711383
C4orf3,OPTIMAL,0.9714420942220107,OPTIMAL,0.23667044528190187,OPTIMAL,0.010920599842839412
C4orf33,OPTIMAL,0.5768930869585035,OPTIMAL,0.18300538320208623,OPTIMAL,0.15276204918633104
C4orf36,OPTIMAL,-0.08581098017634588,OPTIMAL,-0.04795819002987484,OPTIMAL,-0.04464578129055022
C4orf46,OPTIMAL,-0.13050604135105864,OPTIMAL,-0.09625436103383032,OPTIMAL,-0.09719218398106738
C5orf15,OPTIMAL,-0.12230637344389872,OPTIMAL,-0.03699794221103641,OPTIMAL,-0.062072366843444235
C5orf22,OPTIMAL,-0.09580627090225448,OPTIMAL,-0.05527875894614307,OPTIMAL,-0.04791306971699399
C5orf24,OPTIMAL,-0.565202613756831,OPTIMAL,0.023663365446665568,OPTIMAL,-0.02741379850753716
