,counts_d3_c95_status,counts_d3_c95_correlation,counts_d4_c95_status,counts_d4_c95_correlation,counts_d3_c50_status,counts_d3_c50_correlation
BCL9,OPTIMAL,-0.2360200325547168,OPTIMAL,-0.1863199545573191,INFEASIBLE,
BCL9L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCLAF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCOR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BCS1L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BDH1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BDH2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BDP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BECN1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BEND6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BET1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BET1L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BEX1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BEX4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BFAR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BGN,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BHMT2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BICC1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BICD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BICD2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BID,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIN1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIN3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIRC2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIRC5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIRC6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BIVM,OPTIMAL,2.3090440622435615e-08,INFEASIBLE,,INFEASIBLE,
BLCAP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLM,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLMH,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLOC1S1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLOC1S2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLOC1S3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLOC1S4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLOC1S5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLOC1S6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLVRA,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLVRB,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BLZF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BMI1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BMP1,OPTIMAL,-0.5841634177890803,INFEASIBLE,,INFEASIBLE,
BMP2K,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BMPER,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BMPR1A,OPTIMAL,-0.7263148907959324,INFEASIBLE,,INFEASIBLE,
BMPR2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BMS1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNC1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNC2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNIP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNIP2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNIP3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BNIP3L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOC,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOD1L1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOK,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOLA1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOLA2B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOLA3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BOP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BORA,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BPGM,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BPNT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BPTF,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRAF,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRAP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRAT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRCA1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRCA2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRCC3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD7,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD8,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRD9,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRF1,OPTIMAL,-0.5291619161633184,OPTIMAL,-0.2975170193088876,INFEASIBLE,
BRI3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRI3BP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRIP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRIX1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRK1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRMS1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRMS1L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BROX,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRPF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRPF3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BRWD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BSDC1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BSG,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BST1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTAF1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD10,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD6,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTBD7,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTD,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTF3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTF3L4,OPTIMAL,-0.0437954536037449,INFEASIBLE,,INFEASIBLE,
BTG1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTG2,OPTIMAL,-0.1856529421421178,OPTIMAL,0.0218081306499469,INFEASIBLE,
BTG3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTN2A1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTN3A2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BTRC,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUB1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUB1B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUB3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUD13,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BUD31,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BVES,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BYSL,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BZW1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
BZW2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C10orf88,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C11orf24,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C11orf54,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C11orf58,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C11orf68,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C12orf43,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C12orf57,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C12orf75,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C12orf76,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C14orf119,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C14orf132,OPTIMAL,-0.8999686109081854,INFEASIBLE,,INFEASIBLE,
C15orf39,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C15orf40,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C15orf61,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C16orf74,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C16orf87,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C17orf58,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C17orf67,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C17orf75,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C18orf21,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C18orf54,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C19orf12,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C19orf25,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C19orf53,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1D,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1GALT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1GALT1C1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf122,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf131,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf159,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf174,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf198,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf21,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf216,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf35,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf43,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf50,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf52,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf53,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1orf56,OPTIMAL,-2.249708513210287e-08,OPTIMAL,-0.1991842936505436,INFEASIBLE,
C1orf74,OPTIMAL,-0.11410689324399,OPTIMAL,-0.1297320747069643,INFEASIBLE,
C1QBP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1QTNF2,OPTIMAL,-0.7497736750880808,INFEASIBLE,,INFEASIBLE,
C1R,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C1S,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C20orf96,OPTIMAL,-0.1816350672889779,INFEASIBLE,,INFEASIBLE,
C21orf58,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C21orf91,OPTIMAL,-0.0384392010881223,OPTIMAL,-0.0128178375684055,INFEASIBLE,
C22orf39,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2CD2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2CD2L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2CD3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2CD5,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2orf42,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2orf49,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2orf68,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2orf69,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2orf74,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2orf76,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C2orf81,OPTIMAL,-0.0544988515498183,OPTIMAL,-0.6684074509920588,INFEASIBLE,
C3orf18,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C3orf38,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C3orf70,OPTIMAL,-0.1021427085216985,OPTIMAL,-0.1498371940864316,INFEASIBLE,
C4orf3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C4orf33,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C4orf36,OPTIMAL,-0.1232166595158793,INFEASIBLE,,INFEASIBLE,
C4orf46,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C5orf15,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C5orf22,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C5orf24,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C5orf34,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C5orf63,OPTIMAL,-0.0554851470743014,INFEASIBLE,,INFEASIBLE,
C6orf120,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C6orf136,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C6orf226,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C6orf62,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C6orf89,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C7orf50,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C8orf33,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C8orf48,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C8orf58,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C8orf76,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C8orf82,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C8orf88,OPTIMAL,-0.1101795499749528,OPTIMAL,-0.1871925155313136,INFEASIBLE,
C9orf40,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C9orf72,OPTIMAL,-0.1163876128662815,OPTIMAL,-0.0853461652969835,INFEASIBLE,
C9orf78,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
C9orf85,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CA12,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CA13,OPTIMAL,-0.2240648384743949,INFEASIBLE,,INFEASIBLE,
CA7,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAAP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAB39,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAB39L,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CABIN1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CABLES2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CABYR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CACFD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CACNA1C,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CACNA2D1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CACNB3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CACTIN,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CACUL1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CACYBP,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAD,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CADM2,OPTIMAL,1.3613726129991347e-09,OPTIMAL,6.450124780138815e-09,OPTIMAL,-5.049940314001272e-10
CALCOCO1,OPTIMAL,-0.0772094761375553,INFEASIBLE,,INFEASIBLE,
CALCOCO2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CALD1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CALHM2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CALM1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CALM2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CALM3,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CALR,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CALU,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMK2B,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMK2D,OPTIMAL,-0.3892228432065152,INFEASIBLE,,INFEASIBLE,
CAMK2G,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMK2N1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMK4,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMKK1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMKK2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMLG,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMSAP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMSAP2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMTA1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAMTA2,OPTIMAL,-0.3143997354837424,INFEASIBLE,,INFEASIBLE,
CAND1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CANT1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CANX,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAP1,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
CAP2,INFEASIBLE,,INFEASIBLE,,INFEASIBLE,
