,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d22_t30_ct100_correlation,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d33_t30_ct100_correlation,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d44_t30_ct100_correlation,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d23_t30_ct100_correlation,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d24_t30_ct100_correlation,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d22_t30_ct1000_correlation,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d33_t30_ct1000_correlation,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d44_t30_ct1000_correlation,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d23_t30_ct1000_correlation,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR222_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d22_t30_ct100_correlation,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d33_t30_ct100_correlation,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d44_t30_ct100_correlation,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d23_t30_ct100_correlation,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d24_t30_ct100_correlation,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d44_t30_ct1000_correlation,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_correlation,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_correlation,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_correlation,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d22_t30_ct10000_correlation,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_correlation,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_correlation,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_correlation,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_correlation
BID,OPTIMAL,0.0,0,-0.37489718519802817,OPTIMAL,0.0,2,-0.12037667170325554,CUT_LIMIT,0.009999752044677734,100,,OPTIMAL,0.003000020980834961,39,0.06579350667726344,CUT_LIMIT,0.043000221252441406,100,,OPTIMAL,0.0009999275207519531,0,-0.37489718519802817,OPTIMAL,0.0,2,-0.12037667170325554,CUT_LIMIT,0.4389994144439697,1000,,OPTIMAL,0.0009999275207519531,39,0.06579350667726344,CUT_LIMIT,3.6700048446655273,1000,,OPTIMAL,0.0,0,-0.12737224615531995,OPTIMAL,0.003000020980834961,12,-0.08293240408706376,CUT_LIMIT,0.020000219345092773,100,,OPTIMAL,0.0030002593994140625,32,-0.9950291749515177,CUT_LIMIT,0.028000354766845703,100,,CUT_LIMIT,0.3510000705718994,1000,,OPTIMAL,0.0,12,-0.08293240408706376,OPTIMAL,0.0,0,-0.12737224615531995,OPTIMAL,0.004999876022338867,32,-0.9950291749515177,OPTIMAL,0.051999568939208984,160,-0.9918919301555438,OPTIMAL,0.0,0,-0.12737224615531995,OPTIMAL,0.003999948501586914,12,-0.08293240408706376,TOTAL_TIME_LIMIT,30.001007795333862,8576,,OPTIMAL,0.0010001659393310547,32,-0.9950291749515177,OPTIMAL,0.05600118637084961,160,-0.9918919301555438
BIN1,OPTIMAL,0.0,0,-0.2639573090523467,OPTIMAL,0.0,4,-0.11320361004770674,OPTIMAL,0.003000020980834961,21,0.002308517672776462,OPTIMAL,0.007999897003173828,56,-0.2639573090523467,CUT_LIMIT,0.03899979591369629,100,,OPTIMAL,0.0010001659393310547,0,-0.2639573090523467,OPTIMAL,0.0009999275207519531,4,-0.11320361004770674,OPTIMAL,0.006000041961669922,21,0.002308517672776462,OPTIMAL,0.00599980354309082,56,-0.2639573090523467,OPTIMAL,0.06199979782104492,137,-0.9560022556149826,OPTIMAL,0.0,0,-0.07134010975737745,OPTIMAL,0.003000020980834961,6,0.021088938846088076,CUT_LIMIT,0.017000198364257812,100,,OPTIMAL,0.004999876022338867,28,-1.0000000000088414,CUT_LIMIT,0.026999950408935547,100,,CUT_LIMIT,0.3749990463256836,1000,,OPTIMAL,0.0,6,0.021088938846088076,OPTIMAL,0.0,0,-0.07134010975737745,OPTIMAL,0.0030002593994140625,28,-1.0000000000088414,OPTIMAL,0.3060009479522705,499,-0.1941043192837471,OPTIMAL,0.0,0,-0.07134010975737745,OPTIMAL,0.0009999275207519531,6,0.021088938846088076,TOTAL_TIME_LIMIT,30.007004261016846,8673,,OPTIMAL,0.006999969482421875,28,-1.0000000000088414,OPTIMAL,0.3379969596862793,499,-0.1941043192837471
BIN3,OPTIMAL,0.0009999275207519531,0,-0.22442872957673132,OPTIMAL,0.002000093460083008,6,-0.005122904151063138,OPTIMAL,0.0060002803802490234,50,0.056850055057327514,OPTIMAL,0.005000114440917969,32,-1.0000004467086157,CUT_LIMIT,0.03900027275085449,100,,OPTIMAL,0.0,0,-0.22442872957673132,OPTIMAL,0.0009999275207519531,6,-0.005122904151063138,OPTIMAL,0.0060002803802490234,50,0.056850055057327514,OPTIMAL,0.003999948501586914,32,-1.0000004467086157,OPTIMAL,0.04700016975402832,132,-0.999990906659712,OPTIMAL,0.0,0,-0.05576633379609035,OPTIMAL,0.0,3,-0.05265303744987688,OPTIMAL,0.0,8,-0.48674235235209967,OPTIMAL,0.0,11,-1.0000000001387925,OPTIMAL,0.0009999275207519531,27,-1.0000008930877144,OPTIMAL,0.0,8,-0.48674235235209967,OPTIMAL,0.0,3,-0.05265303744987688,OPTIMAL,0.0010001659393310547,0,-0.05576633379609035,OPTIMAL,0.0010001659393310547,11,-1.0000000001387925,OPTIMAL,0.00500035285949707,27,-1.0000008930877144,OPTIMAL,0.0,0,-0.05576633379609035,OPTIMAL,0.0009999275207519531,3,-0.05265303744987688,OPTIMAL,0.0009999275207519531,8,-0.48674235235209967,OPTIMAL,0.0,11,-1.0000000001387925,OPTIMAL,0.0039997100830078125,27,-1.0000008930877144
BIRC2,OPTIMAL,0.0,0,-0.4648104891845752,OPTIMAL,0.0,2,-0.11433113292446988,OPTIMAL,0.003000020980834961,11,0.14945438944956013,OPTIMAL,0.007999897003173828,45,-0.08019611529346347,CUT_LIMIT,0.051000118255615234,100,,OPTIMAL,0.0,0,-0.4648104891845752,OPTIMAL,0.0010001659393310547,2,-0.11433113292446988,OPTIMAL,0.003000020980834961,11,0.14945438944956013,OPTIMAL,0.003999948501586914,45,-0.08019611529346347,CUT_LIMIT,1.6599996089935303,1000,,OPTIMAL,0.0,0,-0.1822409165074298,OPTIMAL,0.0,4,-0.16958960584871524,CUT_LIMIT,0.014000415802001953,100,,OPTIMAL,0.002000093460083008,22,-1.000000000095195,CUT_LIMIT,0.043000221252441406,100,,CUT_LIMIT,0.37799835205078125,1000,,OPTIMAL,0.0009999275207519531,4,-0.16958960584871524,OPTIMAL,0.0,0,-0.1822409165074298,OPTIMAL,0.002000093460083008,22,-1.000000000095195,CUT_LIMIT,0.722999095916748,1000,,OPTIMAL,0.0,0,-0.1822409165074298,OPTIMAL,0.0,4,-0.16958960584871524,TOTAL_TIME_LIMIT,30.00400161743164,8746,,OPTIMAL,0.002000093460083008,22,-1.000000000095195,TOTAL_TIME_LIMIT,30.004995584487915,8298,
BIRC5,OPTIMAL,0.0,0,-0.43924157961715926,OPTIMAL,0.0,0,-0.019229770132503845,CUT_LIMIT,0.010999679565429688,100,,OPTIMAL,0.0069997310638427734,59,1.0000180110786123,CUT_LIMIT,0.09799885749816895,100,,OPTIMAL,0.0,0,-0.43924157961715926,OPTIMAL,0.0,0,-0.019229770132503845,CUT_LIMIT,0.4069986343383789,1000,,OPTIMAL,0.0009999275207519531,59,1.0000180110786123,OPTIMAL,0.410001277923584,298,1.0000000000111424,OPTIMAL,0.0009999275207519531,0,-0.18867356429113305,OPTIMAL,0.0,4,-0.13106911669216756,OPTIMAL,0.003000020980834961,30,0.14406123790924893,OPTIMAL,0.005000114440917969,32,-1.0000000009961236,CUT_LIMIT,0.04200029373168945,100,,OPTIMAL,0.004999876022338867,30,0.14406123790924893,OPTIMAL,0.0,4,-0.13106911669216756,OPTIMAL,0.0,0,-0.18867356429113305,OPTIMAL,0.0,32,-1.0000000009961236,OPTIMAL,0.057999372482299805,146,-0.6536785070208454,OPTIMAL,0.0009999275207519531,0,-0.18867356429113305,OPTIMAL,0.0009999275207519531,4,-0.13106911669216756,OPTIMAL,0.004999876022338867,30,0.14406123790924893,OPTIMAL,0.0060002803802490234,32,-1.0000000009961236,OPTIMAL,0.04799914360046387,146,-0.6536785070208454
BIRC6,OPTIMAL,0.0009999275207519531,0,-0.4741530036585386,OPTIMAL,0.003000020980834961,2,-0.09779086407253151,CUT_LIMIT,0.01100015640258789,100,,OPTIMAL,0.002000093460083008,51,-0.8907692411703734,CUT_LIMIT,0.0540003776550293,100,,OPTIMAL,0.0,0,-0.4741530036585386,OPTIMAL,0.0,2,-0.09779086407253151,CUT_LIMIT,0.3730003833770752,1000,,OPTIMAL,0.00800013542175293,51,-0.8907692411703734,CUT_LIMIT,0.7279987335205078,1000,,OPTIMAL,0.0010001659393310547,0,-0.19841633208269674,OPTIMAL,0.0,5,-0.19588526399520523,OPTIMAL,0.004000186920166016,32,-0.11139034188365696,OPTIMAL,0.005000114440917969,51,-0.34079793419569193,CUT_LIMIT,0.04700016975402832,100,,OPTIMAL,0.0019998550415039062,32,-0.11139034188365696,OPTIMAL,0.0,5,-0.19588526399520523,OPTIMAL,0.0,0,-0.19841633208269674,OPTIMAL,0.009000062942504883,51,-0.34079793419569193,OPTIMAL,0.10699892044067383,224,-0.8200428455496024,OPTIMAL,0.0,0,-0.19841633208269674,OPTIMAL,0.0009999275207519531,5,-0.19588526399520523,OPTIMAL,0.004999876022338867,32,-0.11139034188365696,OPTIMAL,0.008999824523925781,51,-0.34079793419569193,OPTIMAL,0.1100013256072998,224,-0.8200428455496024
BIVM,OPTIMAL,0.0,0,-0.2460780170628359,OPTIMAL,0.0,2,-0.09554559635273063,OPTIMAL,0.0029997825622558594,67,-0.01129521391411605,OPTIMAL,0.002000093460083008,40,-0.5454549147420444,CUT_LIMIT,0.053999900817871094,100,,OPTIMAL,0.0,0,-0.2460780170628359,OPTIMAL,0.0,2,-0.09554559635273063,OPTIMAL,0.00599980354309082,67,-0.01129521391411605,OPTIMAL,0.002000093460083008,40,-0.5454549147420444,OPTIMAL,0.07000041007995605,124,1.000000000196667,OPTIMAL,0.0,0,-0.08062525366660708,OPTIMAL,0.0009999275207519531,13,0.06430659734934926,OPTIMAL,0.003000020980834961,28,0.13928251932898075,OPTIMAL,0.0069997310638427734,36,-1.0000000677726497,CUT_LIMIT,0.03200030326843262,100,,OPTIMAL,0.0010001659393310547,28,0.13928251932898075,OPTIMAL,0.0010001659393310547,13,0.06430659734934926,OPTIMAL,0.0,0,-0.08062525366660708,OPTIMAL,0.002000093460083008,36,-1.0000000677726497,OPTIMAL,0.04999995231628418,140,-0.9297203278385878,OPTIMAL,0.0009999275207519531,0,-0.08062525366660708,OPTIMAL,0.0010001659393310547,13,0.06430659734934926,OPTIMAL,0.003000497817993164,28,0.13928251932898075,OPTIMAL,0.0009999275207519531,36,-1.0000000677726497,OPTIMAL,0.05000019073486328,140,-0.9297203278385878
BLCAP,OPTIMAL,0.0,0,-0.3546913432885687,OPTIMAL,0.0,2,-0.19119661428383408,CUT_LIMIT,0.00599980354309082,100,,OPTIMAL,0.0009999275207519531,32,-0.24232529686934745,CUT_LIMIT,0.039000749588012695,100,,OPTIMAL,0.0,0,-0.3546913432885687,OPTIMAL,0.0,2,-0.19119661428383408,CUT_LIMIT,0.33800220489501953,1000,,OPTIMAL,0.004000186920166016,32,-0.24232529686934745,OPTIMAL,1.0329980850219727,547,-0.9566496670574521,OPTIMAL,0.0,0,-0.11047178128682979,OPTIMAL,0.0009999275207519531,12,-0.05181663129831862,CUT_LIMIT,0.0070002079010009766,100,,OPTIMAL,0.0009999275207519531,25,-1.0000000001276985,OPTIMAL,0.013000011444091797,80,-0.9960493156831897,CUT_LIMIT,0.3450009822845459,1000,,OPTIMAL,0.003000020980834961,12,-0.05181663129831862,OPTIMAL,0.0,0,-0.11047178128682979,OPTIMAL,0.015999794006347656,25,-1.0000000001276985,OPTIMAL,0.01900029182434082,80,-0.9960493156831897,OPTIMAL,0.0,0,-0.11047178128682979,OPTIMAL,0.0,12,-0.05181663129831862,TOTAL_TIME_LIMIT,30.00801110267639,8759,,OPTIMAL,0.0029997825622558594,25,-1.0000000001276985,OPTIMAL,0.014999866485595703,80,-0.9960493156831897
BLM,OPTIMAL,0.0,0,-0.3968241521759785,OPTIMAL,0.0009999275207519531,3,-0.21902297448014835,OPTIMAL,0.0010001659393310547,26,0.049093833208705966,OPTIMAL,0.006000041961669922,47,-0.4494531000376298,CUT_LIMIT,0.056999921798706055,100,,OPTIMAL,0.0,0,-0.3968241521759785,OPTIMAL,0.0,3,-0.21902297448014835,OPTIMAL,0.0019998550415039062,26,0.049093833208705966,OPTIMAL,0.0069997310638427734,47,-0.4494531000376298,OPTIMAL,2.5400006771087646,878,-0.8662685779546145,OPTIMAL,0.0009999275207519531,0,-0.12761147300183592,OPTIMAL,0.003000020980834961,6,-0.0014463615491117066,CUT_LIMIT,0.00800013542175293,100,,OPTIMAL,0.002000093460083008,22,-1.000000401553254,CUT_LIMIT,0.02200007438659668,100,,CUT_LIMIT,0.3450000286102295,1000,,OPTIMAL,0.0,6,-0.0014463615491117066,OPTIMAL,0.0,0,-0.12761147300183592,OPTIMAL,0.0010001659393310547,22,-1.000000401553254,OPTIMAL,0.040999650955200195,122,-0.6540864384688624,OPTIMAL,0.0009999275207519531,0,-0.12761147300183592,OPTIMAL,0.0009999275207519531,6,-0.0014463615491117066,TOTAL_TIME_LIMIT,30.00300359725952,8561,,OPTIMAL,0.0009999275207519531,22,-1.000000401553254,OPTIMAL,0.045999765396118164,122,-0.6540864384688624
BLMH,OPTIMAL,0.0,0,-0.3382626996986356,OPTIMAL,0.0009999275207519531,5,-0.052730019147564346,OPTIMAL,0.0010001659393310547,22,0.17375279359934467,OPTIMAL,0.0019998550415039062,31,-1.000000012697654,CUT_LIMIT,0.0690004825592041,100,,OPTIMAL,0.0,0,-0.3382626996986356,OPTIMAL,0.0,5,-0.052730019147564346,OPTIMAL,0.002000093460083008,22,0.17375279359934467,OPTIMAL,0.0010001659393310547,31,-1.000000012697654,CUT_LIMIT,2.478996515274048,1000,,OPTIMAL,0.0,0,-0.1096728341278123,OPTIMAL,0.0010001659393310547,4,-0.08133840946016864,OPTIMAL,0.004999876022338867,31,0.48013197556318954,OPTIMAL,0.0,28,-0.9718751764955421,CUT_LIMIT,0.041001081466674805,100,,OPTIMAL,0.005999565124511719,31,0.48013197556318954,OPTIMAL,0.002000093460083008,4,-0.08133840946016864,OPTIMAL,0.0,0,-0.1096728341278123,OPTIMAL,0.002000093460083008,28,-0.9718751764955421,OPTIMAL,0.07899951934814453,209,-0.9927922627172435,OPTIMAL,0.0009999275207519531,0,-0.1096728341278123,OPTIMAL,0.0010001659393310547,4,-0.08133840946016864,OPTIMAL,0.004000186920166016,31,0.48013197556318954,OPTIMAL,0.0,28,-0.9718751764955421,OPTIMAL,0.08800005912780762,209,-0.9927922627172435
BLOC1S1,OPTIMAL,0.0,0,-0.3468817347533244,OPTIMAL,0.0,3,-0.17920399735753478,OPTIMAL,0.0019998550415039062,24,0.05306032393347551,OPTIMAL,0.003999948501586914,36,-0.6607371050506956,CUT_LIMIT,0.06199955940246582,100,,OPTIMAL,0.0009999275207519531,0,-0.3468817347533244,OPTIMAL,0.0,3,-0.17920399735753478,OPTIMAL,0.0,24,0.05306032393347551,OPTIMAL,0.003999948501586914,36,-0.6607371050506956,OPTIMAL,1.4070019721984863,743,0.326568958916241,OPTIMAL,0.0,0,-0.12894143154835722,OPTIMAL,0.003000020980834961,14,-0.002074564274378362,OPTIMAL,0.0010001659393310547,25,0.011398262739624083,OPTIMAL,0.0009999275207519531,23,-1.00000000001161,CUT_LIMIT,0.02500009536743164,100,,OPTIMAL,0.003000020980834961,25,0.011398262739624083,OPTIMAL,0.0,14,-0.002074564274378362,OPTIMAL,0.0009999275207519531,0,-0.12894143154835722,OPTIMAL,0.002000093460083008,23,-1.00000000001161,OPTIMAL,0.045000314712524414,114,-0.8572531967148505,OPTIMAL,0.0,0,-0.12894143154835722,OPTIMAL,0.004999876022338867,14,-0.002074564274378362,OPTIMAL,0.00800013542175293,25,0.011398262739624083,OPTIMAL,0.0,23,-1.00000000001161,OPTIMAL,0.023999452590942383,114,-0.8572531967148505
BLOC1S2,OPTIMAL,0.0010001659393310547,0,-0.34330811029438474,OPTIMAL,0.0,5,0.4751971464535186,OPTIMAL,0.01399993896484375,95,0.7198083840665824,OPTIMAL,0.00500035285949707,47,-0.8864814537640369,CUT_LIMIT,0.04999995231628418,100,,OPTIMAL,0.0,0,-0.34330811029438474,OPTIMAL,0.015999794006347656,5,0.4751971464535186,OPTIMAL,0.018000125885009766,95,0.7198083840665824,OPTIMAL,0.004999876022338867,47,-0.8864814537640369,OPTIMAL,0.23900079727172852,300,-0.7301985055878893,OPTIMAL,0.0,0,-0.1119228339679379,OPTIMAL,0.0,5,0.15956022233054437,OPTIMAL,0.0010001659393310547,9,0.16898753179954945,OPTIMAL,0.002000093460083008,30,-1.0000000004841416,CUT_LIMIT,0.028000354766845703,100,,OPTIMAL,0.0009999275207519531,9,0.16898753179954945,OPTIMAL,0.0010001659393310547,5,0.15956022233054437,OPTIMAL,0.0,0,-0.1119228339679379,OPTIMAL,0.0030002593994140625,30,-1.0000000004841416,OPTIMAL,0.03399944305419922,139,-1.0000007136746552,OPTIMAL,0.0,0,-0.1119228339679379,OPTIMAL,0.0,5,0.15956022233054437,OPTIMAL,0.0019998550415039062,9,0.16898753179954945,OPTIMAL,0.0030002593994140625,30,-1.0000000004841416,OPTIMAL,0.04200029373168945,139,-1.0000007136746552
BLOC1S3,OPTIMAL,0.0,0,-0.19978237431790494,OPTIMAL,0.0,8,0.13678760896990794,OPTIMAL,0.0,17,-0.5339957844029034,OPTIMAL,0.003999948501586914,34,-1.000002504738484,CUT_LIMIT,0.026999711990356445,100,,OPTIMAL,0.0,0,-0.19978237431790494,OPTIMAL,0.0009999275207519531,8,0.13678760896990794,OPTIMAL,0.0030002593994140625,17,-0.5339957844029034,OPTIMAL,0.003000020980834961,34,-1.000002504738484,OPTIMAL,0.029000520706176758,124,-0.9485417176264138,OPTIMAL,0.0,0,-0.0451683498553254,OPTIMAL,0.0009999275207519531,13,-0.020601189274553688,OPTIMAL,0.013000011444091797,66,-0.03106542891586447,OPTIMAL,0.0019998550415039062,25,-1.0000000000219647,OPTIMAL,0.015000104904174805,72,-1.0000000036151495,OPTIMAL,0.010999441146850586,66,-0.03106542891586447,OPTIMAL,0.0009999275207519531,13,-0.020601189274553688,OPTIMAL,0.0009999275207519531,0,-0.0451683498553254,OPTIMAL,0.0020003318786621094,25,-1.0000000000219647,OPTIMAL,0.0069997310638427734,72,-1.0000000036151495,OPTIMAL,0.0,0,-0.0451683498553254,OPTIMAL,0.0010001659393310547,13,-0.020601189274553688,OPTIMAL,0.011999845504760742,66,-0.03106542891586447,OPTIMAL,0.002000093460083008,25,-1.0000000000219647,OPTIMAL,0.017000198364257812,72,-1.0000000036151495
BLOC1S4,OPTIMAL,0.0,0,-0.3331429751774871,OPTIMAL,0.0,2,-0.17110078096111286,OPTIMAL,0.002000093460083008,25,-0.04425768712250763,OPTIMAL,0.0039997100830078125,41,-0.7449340138807029,OPTIMAL,0.02700018882751465,72,-0.8411040027178481,OPTIMAL,0.0,0,-0.3331429751774871,OPTIMAL,0.0,2,-0.17110078096111286,OPTIMAL,0.0029997825622558594,25,-0.04425768712250763,OPTIMAL,0.007999897003173828,41,-0.7449340138807029,OPTIMAL,0.017000675201416016,72,-0.8411040027178481,OPTIMAL,0.0,0,-0.09200652819854634,OPTIMAL,0.0010001659393310547,3,-0.07973565201708392,OPTIMAL,0.0,9,-0.5437554253074672,OPTIMAL,0.0010001659393310547,10,-1.0000000006931113,OPTIMAL,0.006000041961669922,23,-0.9999999276932744,OPTIMAL,0.0009999275207519531,9,-0.5437554253074672,OPTIMAL,0.0009999275207519531,3,-0.07973565201708392,OPTIMAL,0.0,0,-0.09200652819854634,OPTIMAL,0.0009999275207519531,10,-1.0000000006931113,OPTIMAL,0.002000093460083008,23,-0.9999999276932744,OPTIMAL,0.0,0,-0.09200652819854634,OPTIMAL,0.0009999275207519531,3,-0.07973565201708392,OPTIMAL,0.0,9,-0.5437554253074672,OPTIMAL,0.0009999275207519531,10,-1.0000000006931113,OPTIMAL,0.0029997825622558594,23,-0.9999999276932744
BLOC1S5,OPTIMAL,0.0,0,-0.26734002537923734,OPTIMAL,0.0010001659393310547,3,-0.1638056905111545,OPTIMAL,0.004000186920166016,32,0.033070101015612655,OPTIMAL,0.004000186920166016,39,-1.0000000164114984,CUT_LIMIT,0.04499983787536621,100,,OPTIMAL,0.0,0,-0.26734002537923734,OPTIMAL,0.0,3,-0.1638056905111545,OPTIMAL,0.0,32,0.033070101015612655,OPTIMAL,0.0019998550415039062,39,-1.0000000164114984,OPTIMAL,0.7959988117218018,541,0.6106000675793114,OPTIMAL,0.0,0,-0.0678821843718706,OPTIMAL,0.0009999275207519531,3,-0.06706377350711323,OPTIMAL,0.003999948501586914,14,-0.06520288648394958,OPTIMAL,0.0020003318786621094,21,-1.0000004468927717,CUT_LIMIT,0.029999732971191406,100,,OPTIMAL,0.0009999275207519531,14,-0.06520288648394958,OPTIMAL,0.0,3,-0.06706377350711323,OPTIMAL,0.0,0,-0.0678821843718706,OPTIMAL,0.0,21,-1.0000004468927717,OPTIMAL,0.05100059509277344,144,-0.28653429263561137,OPTIMAL,0.0010001659393310547,0,-0.0678821843718706,OPTIMAL,0.0,3,-0.06706377350711323,OPTIMAL,0.003999948501586914,14,-0.06520288648394958,OPTIMAL,0.0019998550415039062,21,-1.0000004468927717,OPTIMAL,0.04300069808959961,144,-0.28653429263561137
BLOC1S6,OPTIMAL,0.0,0,-0.33765543398062703,OPTIMAL,0.0,4,-0.4176320509651217,CUT_LIMIT,0.012000083923339844,100,,OPTIMAL,0.0030002593994140625,48,1.0000000107733085,CUT_LIMIT,0.05399966239929199,100,,OPTIMAL,0.0,0,-0.33765543398062703,OPTIMAL,0.0,4,-0.4176320509651217,CUT_LIMIT,0.5369980335235596,1000,,OPTIMAL,0.0070002079010009766,48,1.0000000107733085,OPTIMAL,0.2820005416870117,313,1.0000000000325402,OPTIMAL,0.0009999275207519531,0,-0.13577316377303097,OPTIMAL,0.0009999275207519531,3,-0.11680345033022309,CUT_LIMIT,0.0069997310638427734,100,,OPTIMAL,0.0,33,-1.0000000072151523,CUT_LIMIT,0.029999256134033203,100,,CUT_LIMIT,0.38899898529052734,1000,,OPTIMAL,0.0,3,-0.11680345033022309,OPTIMAL,0.0,0,-0.13577316377303097,OPTIMAL,0.0070002079010009766,33,-1.0000000072151523,CUT_LIMIT,0.5110042095184326,1000,,OPTIMAL,0.0,0,-0.13577316377303097,OPTIMAL,0.0,3,-0.11680345033022309,TOTAL_TIME_LIMIT,30.002988576889038,8513,,OPTIMAL,0.0009999275207519531,33,-1.0000000072151523,TOTAL_TIME_LIMIT,30.006996631622314,8161,
BLVRA,OPTIMAL,0.0,0,-0.3781904781474385,OPTIMAL,0.0,2,-0.10075459231971934,CUT_LIMIT,0.014999628067016602,100,,OPTIMAL,0.00599980354309082,36,0.45990253358591326,CUT_LIMIT,0.05000042915344238,100,,OPTIMAL,0.0,0,-0.3781904781474385,OPTIMAL,0.0009999275207519531,2,-0.10075459231971934,CUT_LIMIT,0.44899988174438477,1000,,OPTIMAL,0.0019998550415039062,36,0.45990253358591326,CUT_LIMIT,1.150996208190918,1000,,OPTIMAL,0.0,0,-0.14775506218545031,OPTIMAL,0.0009999275207519531,14,-0.01404078130699925,OPTIMAL,0.0030002593994140625,23,-0.004843329474499592,OPTIMAL,0.003999948501586914,25,-1.0000001969852204,CUT_LIMIT,0.02399921417236328,100,,OPTIMAL,0.004000186920166016,23,-0.004843329474499592,OPTIMAL,0.0,14,-0.01404078130699925,OPTIMAL,0.0,0,-0.14775506218545031,OPTIMAL,0.0009999275207519531,25,-1.0000001969852204,OPTIMAL,0.06799912452697754,166,-0.8990920201491093,OPTIMAL,0.0010001659393310547,0,-0.14775506218545031,OPTIMAL,0.0009999275207519531,14,-0.01404078130699925,OPTIMAL,0.006999969482421875,23,-0.004843329474499592,OPTIMAL,0.0039997100830078125,25,-1.0000001969852204,OPTIMAL,0.0540006160736084,166,-0.8990920201491093
