,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts
BASP1,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.03199958801269531,17,CUT_LIMIT,0.02700066566467285,100,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.0279996395111084,17,OPTIMAL,0.051000118255615234,129,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,2,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.003999948501586914,15,CUT_LIMIT,0.029000043869018555,100,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0009999275207519531,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004999637603759766,15,CUT_LIMIT,0.5569989681243896,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.0030002593994140625,15,CUT_LIMIT,29.18201184272766,10000
BATF3,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.00800013542175293,2,OPTIMAL,0.017000198364257812,15,OPTIMAL,0.029000282287597656,62,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.007999897003173828,2,OPTIMAL,0.014999866485595703,15,OPTIMAL,0.025999784469604492,62,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.00800013542175293,17,OPTIMAL,0.024000167846679688,39,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.014999628067016602,17,OPTIMAL,0.017000198364257812,39,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.012999773025512695,17,OPTIMAL,0.03099966049194336,39
BAX,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.0,0,OPTIMAL,0.006999969482421875,15,CUT_LIMIT,0.015999555587768555,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01799941062927246,15,CUT_LIMIT,0.4699983596801758,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.008999824523925781,15,OPTIMAL,0.013000249862670898,75,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0029997825622558594,3,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.013999700546264648,75,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.006999969482421875,15,OPTIMAL,0.02100062370300293,75
BAZ1A,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.010000228881835938,16,OPTIMAL,0.029000282287597656,83,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.015000104904174805,16,OPTIMAL,0.020999431610107422,83,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.03699970245361328,7,OPTIMAL,0.016000032424926758,17,CUT_LIMIT,0.032000064849853516,100,OPTIMAL,0.034999847412109375,7,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.014000415802001953,17,CUT_LIMIT,0.5149989128112793,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.039999961853027344,7,OPTIMAL,0.013000011444091797,17,CUT_LIMIT,29.70200252532959,10000
BAZ1B,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.012999534606933594,17,CUT_LIMIT,0.03099989891052246,100,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.012999534606933594,17,OPTIMAL,0.0800018310546875,151,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.01399993896484375,17,OPTIMAL,0.026999950408935547,79,INFEASIBLE,0.0,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0,0,OPTIMAL,0.018000125885009766,17,OPTIMAL,0.08199882507324219,79,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,OPTIMAL,0.01399993896484375,17,OPTIMAL,0.0280001163482666,79
BAZ2A,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.006999969482421875,0,OPTIMAL,0.031000137329101562,15,CUT_LIMIT,0.1099996566772461,100,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.00500035285949707,2,OPTIMAL,0.0070002079010009766,0,OPTIMAL,0.032000064849853516,15,CUT_LIMIT,0.5139999389648438,1000,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.004999876022338867,15,CUT_LIMIT,0.017000198364257812,100,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.0030002593994140625,2,OPTIMAL,0.0,0,OPTIMAL,0.0020003318786621094,15,CUT_LIMIT,0.5480010509490967,1000,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.00599980354309082,15,TOTAL_TIME_LIMIT,30.001998901367188,9920
BAZ2B,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.010000228881835938,2,OPTIMAL,0.01699972152709961,16,CUT_LIMIT,0.03600025177001953,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.018000125885009766,2,OPTIMAL,0.015000104904174805,16,CUT_LIMIT,0.542001485824585,1000,OPTIMAL,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0010001659393310547,0,OPTIMAL,0.018999814987182617,18,OPTIMAL,0.023999929428100586,42,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.009999990463256836,18,OPTIMAL,0.009999752044677734,42,OPTIMAL,0.0019998550415039062,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.01399993896484375,18,OPTIMAL,0.08299922943115234,42
BBIP1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.013000011444091797,14,CUT_LIMIT,0.018999814987182617,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0070002079010009766,1,OPTIMAL,0.018999814987182617,14,CUT_LIMIT,0.5040004253387451,1000,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,3,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.006999969482421875,15,OPTIMAL,0.016000032424926758,39,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0069997310638427734,3,OPTIMAL,0.0,0,OPTIMAL,0.00599980354309082,15,OPTIMAL,0.016000032424926758,39,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.015000104904174805,0,OPTIMAL,0.0019998550415039062,15,OPTIMAL,0.07199907302856445,39
BBS2,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.019999980926513672,4,OPTIMAL,0.013999700546264648,15,CUT_LIMIT,0.01399993896484375,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.020000219345092773,4,OPTIMAL,0.014000177383422852,15,CUT_LIMIT,0.5190036296844482,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.015999555587768555,16,OPTIMAL,0.023999452590942383,56,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.014000177383422852,16,OPTIMAL,0.0279996395111084,56,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.051000118255615234,56
BBS4,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,4,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0030002593994140625,14,OPTIMAL,0.012999773025512695,70,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,4,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,14,OPTIMAL,0.013999462127685547,70,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.01699995994567871,4,OPTIMAL,0.01100015640258789,16,OPTIMAL,0.012999534606933594,42,OPTIMAL,0.020000219345092773,4,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.012000083923339844,16,OPTIMAL,0.020999908447265625,42,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.01699995994567871,4,OPTIMAL,0.01100015640258789,16,OPTIMAL,0.03600049018859863,42
BBS7,OPTIMAL,0.0,0,OPTIMAL,0.0,0,OPTIMAL,0.009000062942504883,1,OPTIMAL,0.004999876022338867,14,CUT_LIMIT,0.021999835968017578,100,OPTIMAL,0.0,0,OPTIMAL,0.0,0,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.004999876022338867,14,CUT_LIMIT,0.5389976501464844,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0019998550415039062,15,CUT_LIMIT,0.02499985694885254,100,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.0,0,OPTIMAL,0.0039997100830078125,15,CUT_LIMIT,0.48400115966796875,1000,OPTIMAL,0.0,0,OPTIMAL,0.0,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0060002803802490234,15,CUT_LIMIT,29.307999849319458,10000
BBS9,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,4,OPTIMAL,0.025999784469604492,6,OPTIMAL,0.0,16,OPTIMAL,0.014000177383422852,61,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,4,OPTIMAL,0.03000020980834961,6,OPTIMAL,0.004999876022338867,16,OPTIMAL,0.012000083923339844,61,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.011999845504760742,16,OPTIMAL,0.021000385284423828,57,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0060002803802490234,16,OPTIMAL,0.04600024223327637,57,OPTIMAL,0.0,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.009999990463256836,16,OPTIMAL,0.01699972152709961,57
BBX,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.002000093460083008,16,OPTIMAL,0.021000146865844727,94,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.012000083923339844,16,OPTIMAL,0.015000104904174805,94,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,INFEASIBLE,0.0,0,OPTIMAL,0.01600027084350586,18,OPTIMAL,0.029999732971191406,50,INFEASIBLE,0.0,0,OPTIMAL,0.0020003318786621094,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.01399993896484375,18,OPTIMAL,0.02299976348876953,50,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,INFEASIBLE,0.0,0,OPTIMAL,0.017999887466430664,18,OPTIMAL,0.021000146865844727,50
BCAP29,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,2,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.004999876022338867,15,OPTIMAL,0.01900005340576172,97,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,2,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.005999565124511719,15,OPTIMAL,0.026000261306762695,97,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.017000198364257812,17,OPTIMAL,0.021000385284423828,49,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.019000530242919922,17,OPTIMAL,0.021000146865844727,49,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.018000364303588867,17,OPTIMAL,0.01999974250793457,49
BCAP31,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.004999637603759766,1,CUT_LIMIT,0.020000219345092773,100,CUT_LIMIT,0.0279998779296875,100,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.007999897003173828,1,CUT_LIMIT,0.2649996280670166,1000,CUT_LIMIT,0.5209975242614746,1000,OPTIMAL,0.0,0,OPTIMAL,0.0,0,OPTIMAL,0.021999835968017578,5,OPTIMAL,0.014000177383422852,17,OPTIMAL,0.025999784469604492,71,OPTIMAL,0.021999359130859375,5,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.011000394821166992,17,OPTIMAL,0.03500008583068848,71,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.02700042724609375,5,OPTIMAL,0.011999845504760742,17,OPTIMAL,0.026999950408935547,71
BCAR1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.00800013542175293,15,CUT_LIMIT,0.032000064849853516,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.01300048828125,15,CUT_LIMIT,0.541999340057373,1000,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.015000104904174805,16,OPTIMAL,0.026999711990356445,65,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.015999794006347656,16,OPTIMAL,0.02500009536743164,65,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.012999773025512695,16,OPTIMAL,0.026000022888183594,65
BCAR3,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.011999845504760742,14,OPTIMAL,0.012000083923339844,52,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.009999990463256836,14,OPTIMAL,0.013999700546264648,52,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,CUT_LIMIT,0.016000032424926758,100,CUT_LIMIT,0.03300046920776367,100,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.0,0,CUT_LIMIT,0.03800034523010254,1000,CUT_LIMIT,0.48799967765808105,1000,OPTIMAL,0.0019998550415039062,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,CUT_LIMIT,1.7510015964508057,10000,TOTAL_TIME_LIMIT,30.006986379623413,9852
BCAS2,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.008000373840332031,3,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.029000282287597656,15,CUT_LIMIT,0.036000967025756836,100,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.00800013542175293,3,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.03299999237060547,15,CUT_LIMIT,0.48199987411499023,1000,OPTIMAL,0.0,0,OPTIMAL,0.0070002079010009766,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0029997825622558594,15,OPTIMAL,0.01600050926208496,73,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.00599980354309082,2,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,15,OPTIMAL,0.03600049018859863,73,OPTIMAL,0.0,0,OPTIMAL,0.0030002593994140625,2,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.004999637603759766,15,OPTIMAL,0.024999618530273438,73
BCAS3,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,2,INFEASIBLE,0.0010001659393310547,0,OPTIMAL,0.009000062942504883,16,OPTIMAL,0.018000125885009766,52,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,2,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.014999866485595703,16,OPTIMAL,0.015000581741333008,52,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,2,INFEASIBLE,0.0,0,OPTIMAL,0.015999794006347656,16,CUT_LIMIT,0.031999826431274414,100,INFEASIBLE,0.0,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.015999794006347656,16,CUT_LIMIT,0.5349986553192139,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,2,INFEASIBLE,0.0010001659393310547,0,OPTIMAL,0.016000032424926758,16,TOTAL_TIME_LIMIT,30.00901985168457,9092
BCAS4,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,1,INFEASIBLE,0.0,0,OPTIMAL,0.012000083923339844,15,OPTIMAL,0.017000198364257812,55,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.002000093460083008,1,INFEASIBLE,0.0,0,OPTIMAL,0.015000581741333008,15,OPTIMAL,0.01799917221069336,55,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.019999980926513672,4,OPTIMAL,0.015000104904174805,16,OPTIMAL,0.02499985694885254,45,OPTIMAL,0.01900029182434082,4,OPTIMAL,0.003999948501586914,3,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.010000228881835938,16,OPTIMAL,0.021999597549438477,45,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.00500035285949707,3,OPTIMAL,0.018000125885009766,4,OPTIMAL,0.018000364303588867,16,OPTIMAL,0.010999679565429688,45
BCAT1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.007999658584594727,2,OPTIMAL,0.012999773025512695,16,CUT_LIMIT,0.02500009536743164,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.009999990463256836,2,OPTIMAL,0.009999990463256836,16,OPTIMAL,0.03000044822692871,111,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003000020980834961,15,CUT_LIMIT,0.022000551223754883,100,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.00599980354309082,15,CUT_LIMIT,0.4660003185272217,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.0060002803802490234,15,CUT_LIMIT,28.196989059448242,10000
BCAT2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.010999679565429688,16,CUT_LIMIT,0.025999784469604492,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.015999794006347656,16,CUT_LIMIT,0.5089981555938721,1000,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.01600027084350586,17,OPTIMAL,0.018999576568603516,51,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.006999969482421875,17,OPTIMAL,0.017999887466430664,51,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.01600027084350586,17,OPTIMAL,0.02299976348876953,51
BCCIP,OPTIMAL,0.0,0,OPTIMAL,0.0039997100830078125,1,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.016000032424926758,16,CUT_LIMIT,0.03300046920776367,100,OPTIMAL,0.006999969482421875,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0069997310638427734,1,OPTIMAL,0.018999814987182617,16,CUT_LIMIT,0.5929992198944092,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,OPTIMAL,0.012999773025512695,18,OPTIMAL,0.016000032424926758,57,INFEASIBLE,0.0,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0,0,OPTIMAL,0.01199960708618164,18,OPTIMAL,0.024999618530273438,57,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,OPTIMAL,0.01600027084350586,18,OPTIMAL,0.029999494552612305,57
BCDIN3D,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0070002079010009766,14,CUT_LIMIT,0.029999732971191406,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.012999534606933594,14,CUT_LIMIT,0.493999719619751,1000,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.01399993896484375,16,OPTIMAL,0.021000385284423828,40,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.0149993896484375,40,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.012999773025512695,16,OPTIMAL,0.0279996395111084,40
BCKDHB,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.029000043869018555,14,CUT_LIMIT,0.03899979591369629,100,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.005000114440917969,0,OPTIMAL,0.020999908447265625,14,CUT_LIMIT,0.534003734588623,1000,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.002000093460083008,5,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.004999876022338867,15,CUT_LIMIT,0.014999866485595703,100,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.003000020980834961,5,OPTIMAL,0.0,0,OPTIMAL,0.004000425338745117,15,CUT_LIMIT,0.5490000247955322,1000,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0009999275207519531,5,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.003000020980834961,15,TOTAL_TIME_LIMIT,30.00499963760376,8782
BCKDK,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.01900029182434082,3,OPTIMAL,0.003999948501586914,16,CUT_LIMIT,0.03800010681152344,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.014999866485595703,3,OPTIMAL,0.0029997825622558594,16,CUT_LIMIT,0.5379981994628906,1000,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.004000186920166016,15,CUT_LIMIT,0.028000593185424805,100,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0010001659393310547,3,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.008000373840332031,15,CUT_LIMIT,0.5080010890960693,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0069997310638427734,15,TOTAL_TIME_LIMIT,30.00300645828247,9961
